A_id,Sizes,Weights,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality,,,size,weight,sweet,crunch,juicines,rip,acidity,resa,
716,3.344186864,-2.227149535,-0.426076894,0.379436756,1.793789427,0.154166255,2.666099628,good,,,0.774143367,0.380408395,0.487468017,0.470532877,0.581983486,0.459362317,0.671276704,1,
717,0.337684115,-0.412041751,-0.213399608,1.965744567,0.27289502,-1.855056957,3.658487446,bad,,,0.552393312,0.520673392,0.503495665,0.586534215,0.467856202,0.30601501,0.740119501,0,
718,0.395927611,-3.8995552,1.420567824,0.871466375,-2.453601982,0.965292169,-2.152558033,bad,,,0.556689167,0.251170904,0.62663366,0.506513343,0.263261002,0.521268816,0.33700228,0,
719,-1.265104584,0.330938457,0.586008292,1.727311454,0.371201965,-3.324980144,0.369160911,good,,,0.43417673,0.578088228,0.563740125,0.569098406,0.475233115,0.193827991,0.511936091,1,
720,-2.828707352,0.864626494,-3.149638826,0.005376275,-3.261025914,4.171440258,2.102061885,bad,,,0.318850376,0.619329719,0.282216708,0.443179096,0.202672246,0.765967449,0.632148921,0,
721,-2.9846307,-1.469843285,-0.015427769,0.089371561,4.009206464,1.125919794,2.92642631,bad,,,0.307349967,0.438930296,0.518415091,0.449321388,0.748227458,0.533528187,0.68933579,0,
722,-0.720649579,-2.904340989,2.649370106,1.598382197,1.400860421,1.707681788,-0.396285908,good,,,0.474333994,0.328077477,0.719237861,0.559670244,0.552498257,0.577929244,0.458836387,1,
723,1.581152669,-0.652555081,0.136983833,1.07289981,1.856107235,0.923460762,-2.343748011,good,,,0.644107587,0.502087387,0.529901035,0.52124349,0.586659788,0.518076172,0.323739267,1,
724,-0.660915959,-0.443474622,1.671432856,-1.576264045,-0.472510434,1.373037521,-4.224755889,good,,,0.478739756,0.518244373,0.645539188,0.327519076,0.411921287,0.552388629,0.193252133,1,
725,1.169950458,-1.371426444,-1.011931293,0.806846812,-0.302614816,0.936428538,-1.230442485,bad,,,0.613778624,0.446535596,0.443317238,0.501787932,0.424670184,0.519065895,0.400970228,0,
726,-1.841877176,0.279273657,-0.107076065,1.334892707,0.044820116,0.149958592,0.174434142,bad,,,0.391635823,0.574095758,0.511508351,0.540402147,0.450741556,0.459041181,0.498427728,0,
727,-0.095512382,-3.142715263,-3.770586596,0.349588686,1.954212581,3.927793628,0.73058333,bad,,,0.52044212,0.309656771,0.235421244,0.468350188,0.594021572,0.747371927,0.537008275,0,
728,-0.025881076,-2.799969111,0.442402392,2.767826154,-2.158892994,-1.15023488,-2.236208646,bad,,,0.525577903,0.33614296,0.55291779,0.645187735,0.285375842,0.35980822,0.331199365,0,
729,0.167621402,0.310686676,-0.670360549,1.975891897,-1.358239008,0.549871902,-3.769068269,bad,,,0.539850029,0.576523243,0.469058471,0.587276255,0.345456584,0.48956324,0.224863575,0,
730,-0.374739412,-1.869798513,-1.943525306,-2.128921578,2.625058465,-0.340250337,-1.03820733,good,,,0.499847225,0.408023196,0.373111053,0.287105095,0.644361568,0.421627608,0.414305746,1,
731,0.786645245,-1.188885508,-0.703423294,2.02625747,-0.164522692,2.108956451,-0.728190556,good,,,0.585507254,0.460641702,0.466566818,0.59095932,0.435032559,0.608555204,0.435811876,1,
732,2.1857937,0.728142262,-3.226527878,3.844565893,-3.489782166,0.561874951,-1.506333071,good,,,0.688703981,0.608782709,0.276422245,0.723926079,0.185506472,0.490479333,0.381831461,1,
733,-0.500416166,-1.898359987,3.126678492,2.563035202,2.919934022,-0.984561145,-2.318115994,good,,,0.490577709,0.405816068,0.755208467,0.630212064,0.666488908,0.37245272,0.325517382,1,
734,-1.557356234,-1.846123803,2.114118329,0.362187895,1.571253465,0.623795348,-0.423856214,good,,,0.41262118,0.409852692,0.678900564,0.469271526,0.56528448,0.495205202,0.456923811,1,
735,-1.252079173,0.379558653,0.630378058,0.895983698,1.815175987,0.584135752,-0.773422808,good,,,0.435137442,0.581845422,0.567083891,0.508306212,0.583588324,0.492178314,0.432674076,1,
736,1.187048641,-2.198453033,-0.345532456,2.267265963,2.985937267,-2.420051282,2.009993218,good,,,0.615039731,0.382625957,0.493537955,0.608583457,0.671441764,0.262893689,0.625762039,1,
737,-1.815876845,-0.040045568,0.234227803,1.089550554,2.367843489,0.97999814,0.383759484,bad,,,0.393553524,0.549419918,0.537229472,0.522461103,0.625060264,0.5223912,0.512948806,0,
738,3.414941934,-0.60342316,0.665699308,-1.788599548,4.022488353,-0.29982674,3.86888573,good,,,0.779362035,0.505884125,0.569745748,0.311991697,0.749224126,0.424712805,0.75471501,1,
739,-1.771100824,0.307564105,1.831174568,1.434226006,1.015248742,-0.765246239,0.480489556,bad,,,0.396856061,0.576281942,0.657577539,0.547666056,0.523562117,0.389191203,0.519659055,0,
740,-2.161940963,-0.014473304,0.042407326,1.724669471,2.092702871,-0.768827347,-3.133212644,good,,,0.368028939,0.55139605,0.522773622,0.568905207,0.604413826,0.388917887,0.268973426,1,
741,0.077349052,-0.171175126,-1.364395781,4.491519184,-1.127824548,-2.438635299,0.001521444,good,,,0.533191828,0.539286698,0.416755037,0.771235591,0.362746789,0.261475326,0.486432625,1,
742,-3.389829188,-0.214743647,-0.019302648,-0.090579927,1.521472718,0.690230884,3.506464979,bad,,,0.277463819,0.535919879,0.518123074,0.436162143,0.561548953,0.500275674,0.729573571,0,
743,0.848270123,-0.743180273,-1.524567061,1.043947841,0.51421072,1.169524813,-1.284494762,bad,,,0.590052508,0.495084198,0.404684313,0.519126331,0.485964432,0.536856196,0.397220575,0,
744,0.122972101,-2.433089799,1.315823589,1.138015837,-0.401675315,0.828747696,-1.031509395,bad,,,0.536556839,0.364494073,0.618739993,0.526005206,0.417236725,0.510847511,0.414770388,0,
745,-0.030019224,-0.564789264,0.84220586,-0.471203387,-1.118355565,1.548180434,-2.814401245,good,,,0.525272687,0.508869614,0.58304752,0.408328434,0.363457337,0.565755832,0.291089647,1,
746,-5.240766596,-4.111889864,1.299108254,0.157964732,4.177133437,3.069097529,5.136138788,bad,,,0.140944579,0.234762446,0.617480303,0.454337375,0.760828628,0.681834792,0.842625445,0,
747,0.499325953,-0.811649505,-2.149115419,-0.220934346,0.705806099,0.33147926,-1.849898792,bad,,,0.564315499,0.489793143,0.357617505,0.426629764,0.50034167,0.472895145,0.357998012,0,
748,-0.419496006,-1.971827766,0.915397997,0.618480546,1.717537573,1.445815014,-3.032779136,good,,,0.496546122,0.400138742,0.588563379,0.488013343,0.576261578,0.55794313,0.275940585,1,
749,0.564192064,-0.591640455,-1.294808081,2.10753591,1.470738327,-1.610299873,1.986156356,good,,,0.569099816,0.50679465,0.421999261,0.596902938,0.557741866,0.324695284,0.624108455,1,
750,2.28939051,-1.708811464,-0.828780567,3.015667814,-3.718843645,-1.36673699,0.254018717,bad,,,0.696344952,0.420463695,0.457119724,0.66331156,0.168317794,0.343284414,0.503948578,0,
751,0.517881697,-2.57873522,-3.349119296,1.918513719,0.296203604,0.042440421,-1.504922768,good,,,0.565684111,0.353239119,0.26718359,0.583080383,0.469605269,0.450835213,0.381929295,1,
752,-0.941131251,-2.017366702,0.385144928,-1.71422667,1.096906323,-1.308254734,0.459723265,good,,,0.458071969,0.396619657,0.548602791,0.317430335,0.529689668,0.347747879,0.518218479,1,
753,1.402216543,-4.937309888,2.706025183,2.238135063,1.93797382,2.651331793,0.988540998,good,,,0.630909829,0.170976957,0.723507464,0.606453213,0.592803023,0.649950205,0.55490302,1,
754,2.144165807,1.219872107,-3.862483891,1.987819649,-1.188190069,1.102201148,2.397487419,bad,,,0.685633641,0.646781821,0.22849574,0.588148491,0.358216985,0.53171794,0.652642845,0,
755,-2.516579279,-1.226960389,-0.358848026,0.417753301,1.258175411,1.801802496,0.889659108,bad,,,0.341871947,0.457699412,0.492534476,0.473334837,0.541791233,0.585112696,0.548043498,0,
756,-1.316792609,-0.193554135,-1.596090725,2.043707396,-0.252268641,0.427052368,-0.500546815,bad,,,0.430364386,0.537557328,0.399294193,0.592235374,0.42844814,0.480189445,0.451603718,0,
757,-4.196919423,-1.354339065,0.969585407,2.694997845,-1.530658751,2.023067324,2.177282174,bad,,,0.217935417,0.447856047,0.592647015,0.639862047,0.332518278,0.602000001,0.637367017,0,
758,0.689291859,-1.206374477,-0.370501989,2.230612096,0.982219151,1.854799828,-2.13497313,good,,,0.578326778,0.459290218,0.491656217,0.605903084,0.52108359,0.589157541,0.33822216,1,
759,2.365988943,-0.40845916,-1.889352773,0.317035839,2.321174952,0.201606158,2.966694832,good,,,0.701994608,0.520950241,0.377193569,0.465969709,0.621558276,0.46298301,0.692129252,1,
760,-0.302209634,-0.993247195,0.553134263,-0.016591682,0.563980159,-1.71596885,0.733549657,good,,,0.50519679,0.475759927,0.561262694,0.441572654,0.48969911,0.316630449,0.537214051,1,
761,4.001401262,-3.329200407,-2.392717056,2.610137214,1.521951789,0.299683493,-0.160762434,good,,,0.822617405,0.29524587,0.339259356,0.633656475,0.561584903,0.470468438,0.475174853,1,
762,-1.249399529,-1.637317461,3.791557344,-0.871272572,0.416662087,0.771730838,-0.921359724,good,,,0.435335084,0.425988495,0.805314636,0.379072724,0.478644423,0.506495888,0.422411565,1,
763,-0.53152308,1.046667333,-1.63591584,0.546581746,-0.903102539,-1.00313221,-1.635295535,good,,,0.488283362,0.63339718,0.396292919,0.482755626,0.379609835,0.371035345,0.372885224,1,
764,-2.814610051,-0.944456321,0.319110046,0.683216128,2.219502701,1.042943089,-1.15563525,good,,,0.319890148,0.47953031,0.543626313,0.492747238,0.613928833,0.527195265,0.40615967,1,
765,0.824070525,-2.257004323,0.191330702,3.010131398,2.14432693,1.425293055,-0.905345771,good,,,0.588267623,0.378101324,0.533996688,0.6629067,0.608287674,0.55637686,0.423522467,1,
766,-2.603643479,-1.032224551,0.945973408,1.522356868,2.891498007,-0.723236555,-1.065906691,good,,,0.33545037,0.472747897,0.590867583,0.554110769,0.664355081,0.392397453,0.412384218,1,
767,-0.129844431,0.404794761,-0.50159161,-0.459808117,2.756893652,-2.082683625,0.243968297,bad,,,0.517909898,0.583795577,0.481777126,0.409161731,0.654254426,0.288642158,0.503251372,0,
768,0.831842816,-0.265103621,-2.592301126,1.024016111,-0.249262804,-0.213886285,0.660854694,bad,,,0.588840882,0.532028242,0.32421843,0.517668791,0.428673697,0.431271926,0.532171139,0,
769,1.975435166,1.479167094,-1.28163655,0.094645075,2.811324265,-2.693316224,-0.471432166,bad,,,0.673188607,0.666819205,0.422991885,0.449707022,0.658338877,0.242037648,0.453623426,0,
770,0.644361094,1.949245987,-0.518537193,1.210917419,-0.260259898,-1.298721749,2.620061624,good,,,0.575012828,0.70314521,0.480500084,0.531336253,0.427848479,0.348475452,0.668083009,1,
771,0.955828775,-1.167741606,-0.061359841,0.967625157,2.174940621,-1.811067574,1.562067587,good,,,0.597985691,0.462275627,0.514953588,0.51354511,0.610584913,0.309372354,0.594689053,1,
772,-1.881170427,-1.667603375,-0.782308335,1.454963173,1.81973469,1.448284524,2.205699038,bad,,,0.388737678,0.423648108,0.460621934,0.549182495,0.583930407,0.558131607,0.63933832,0,
773,-2.098505272,-0.194447541,-0.637154192,2.859707185,-2.327216894,2.262637039,-1.33782954,bad,,,0.372707753,0.537488289,0.471560947,0.651906685,0.272744886,0.620284366,0.393520696,0,
774,1.05884278,-0.079005564,-1.543831562,-0.550619715,0.442155252,0.086762188,0.317555935,good,,,0.605583676,0.54640923,0.403232514,0.402520985,0.48055742,0.454217925,0.508356209,1,
775,0.566591691,-2.708646196,-3.313180518,0.663354391,1.086875939,0.33528092,-0.995586036,good,,,0.569276805,0.343200066,0.269891985,0.491294816,0.528936992,0.473185294,0.417262422,1,
776,1.147448359,1.961559391,-1.586544987,2.511214433,-1.274645856,-0.784790247,1.330072744,good,,,0.612118941,0.704096745,0.400013573,0.626422586,0.351729379,0.387699572,0.578595371,1,
777,0.761384554,-0.151109858,-1.59713258,2.918391318,-0.707816391,-1.398917352,-0.029111848,good,,,0.583644106,0.540837269,0.399215678,0.656198058,0.394264026,0.340828354,0.484307567,1,
778,-1.1774893,-1.130156886,-0.464591893,0.870983531,-1.811329436,0.661748107,-1.131353718,bad,,,0.440638954,0.465180039,0.484565475,0.506478034,0.311456866,0.49810182,0.407844101,0,
779,-2.980741437,0.101515699,3.011631798,-0.369518392,2.570251972,-0.855631662,-1.770887232,good,,,0.307636827,0.560359263,0.746538392,0.415764314,0.640248912,0.382292835,0.363479111,1,
780,-0.840793436,-3.72039621,2.913149836,1.528257646,0.079635041,1.955687623,-0.539101247,good,,,0.465472567,0.265015666,0.739116658,0.554542273,0.453354054,0.596857468,0.448929164,1,
781,1.081000545,-0.648706965,1.237449353,0.314275607,0.463345072,-1.691862234,2.524304064,good,,,0.607217962,0.502384756,0.612833604,0.465767862,0.482147495,0.318470307,0.661440224,1,
782,-2.268585842,-1.789799965,1.445566185,1.056595714,-2.46535745,0.691889291,-0.382318078,bad,,,0.360163152,0.414205196,0.62851757,0.520051227,0.262378876,0.500402246,0.459805347,0,
783,0.515237684,-1.136337349,-5.184551921,1.021673716,1.884687189,3.626036715,-0.175329442,bad,,,0.565489097,0.464702435,0.128862906,0.517497499,0.588804416,0.72434133,0.474164327,0,
784,-1.540001237,-0.316826247,1.122198693,1.852148673,2.343956996,-0.032854209,0.351966322,good,,,0.413901229,0.528031303,0.604148159,0.578227331,0.623267831,0.445088599,0.510743287,1,
785,-4.145439993,0.777986007,1.487350603,2.065713154,3.403159187,-2.632625896,-1.263063979,good,,,0.221732376,0.612634454,0.6316665,0.593844581,0.702749923,0.246669636,0.398707247,1,
786,3.31362605,0.021769289,-0.294635627,-4.087563079,3.348488672,1.584653935,4.623162668,good,,,0.771889299,0.554196748,0.497373609,0.143876251,0.69864747,0.568539551,0.80703985,1,
787,2.06547763,-2.402223572,-3.101408793,3.617004291,1.900639338,-0.941696086,-0.373300429,good,,,0.679829852,0.366879303,0.285851388,0.707285267,0.590001459,0.375724253,0.460430909,1,
788,0.456051546,1.089813315,-2.015435584,1.693630623,1.399263107,0.88161806,-2.746453526,good,,,0.561123717,0.636731346,0.367691798,0.56663544,0.552378395,0.514882666,0.295803239,1,
789,-1.29909173,-1.125194457,-2.018248212,0.112943295,-1.594746863,1.360336988,-2.556007083,bad,,,0.431669946,0.465563517,0.367479834,0.451045109,0.327709133,0.551419303,0.309014672,0,
790,-0.645857932,-2.564352832,-1.615879586,0.326544852,2.884080943,1.869757024,4.325308624,bad,,,0.479850388,0.354350538,0.397802878,0.466665071,0.663798507,0.5902991,0.786377459,0,
791,-2.477605551,-0.657952543,-2.094640965,1.580006074,-0.911672865,-0.419339383,-2.949443677,bad,,,0.344746525,0.501670291,0.361722773,0.558326461,0.378966721,0.415591398,0.281721638,0,
792,-0.547609979,-2.547939461,-0.869051647,0.459271777,-1.291142939,1.138855808,-3.099057262,bad,,,0.487096843,0.355618904,0.454084841,0.476370943,0.350491445,0.534515485,0.271342815,0,
793,-2.246946038,-0.670184669,-1.117857289,0.950289632,0.299011514,1.954981502,-0.851295192,bad,,,0.361759235,0.500725036,0.435334511,0.512277422,0.469815973,0.596803576,0.427272002,0,
794,0.440484047,0.856486822,-0.27591664,5.279085234,0.014865358,-4.071384356,-1.319501638,good,,,0.559975508,0.618700714,0.498784297,0.828827639,0.448493764,0.136861162,0.394792118,1,
795,0.638544397,-3.094348429,-1.503426721,2.226712912,-3.532452341,0.565242593,-2.053694418,bad,,,0.574583807,0.313394386,0.406277478,0.60561795,0.18230452,0.490736357,0.343860534,0,
796,0.946640223,0.629283216,0.662392512,1.196954673,-0.71791166,-1.79707199,0.584263593,good,,,0.597307973,0.601143237,0.569496543,0.530315204,0.393506481,0.31044052,0.526857949,1,
797,-1.976268309,-1.69747492,3.938755942,-0.937526951,-1.122784652,-0.043763828,-0.812285956,bad,,,0.381723561,0.421339743,0.816407721,0.374227765,0.363124981,0.444255959,0.429978106,0,
798,-1.920002717,-1.921485556,0.695241953,0.390592344,-0.765199465,1.04654673,-2.087742829,bad,,,0.385873532,0.404029007,0.571972122,0.471348648,0.389958024,0.527470301,0.341498566,0,
799,-1.334120096,-3.22731063,-1.231597544,1.438142252,-0.559514528,1.964592957,-3.480103771,bad,,,0.429086366,0.303119545,0.426762892,0.547952438,0.405392536,0.597537138,0.244909291,0,
800,0.599557515,-2.156929712,-0.504306744,2.228544675,-1.122550916,-0.460466896,-1.604760616,bad,,,0.571708259,0.38583473,0.48157251,0.6057519,0.36314252,0.412452477,0.375003458,0,
801,-0.620788061,-2.230090755,-4.083172845,-0.326026732,3.299766828,3.854242476,0.448603514,bad,,,0.481699462,0.380181108,0.211864322,0.418944712,0.694991403,0.741758379,0.517447093,0,
802,-1.93944674,-0.364142368,-3.365108015,2.898543609,-3.947638432,-0.222995118,-1.498635305,good,,,0.384439403,0.524374884,0.265978659,0.654746662,0.151149128,0.430576724,0.382365462,1,
803,-1.071852907,-1.496799183,-0.303022922,1.425077791,2.18307578,1.532804006,1.433817427,good,,,0.448430357,0.436847241,0.496741531,0.546997078,0.611195372,0.564582277,0.585792229,1,
804,-0.276871875,-1.280344096,1.377729536,-0.607729727,-1.349679892,2.68824004,-0.058599695,good,,,0.507065623,0.453574112,0.623405309,0.398344723,0.346098856,0.652767105,0.48226197,1,
805,0.374536197,-0.17120865,-0.773124611,1.456375952,-2.345211146,-0.586197257,0.120913067,good,,,0.555111404,0.539284107,0.461314032,0.549285807,0.271394605,0.402856524,0.494714925,1,
806,-0.859886092,-1.247253803,-0.765135435,0.725937861,-0.97618505,0.27884569,-1.98172907,bad,,,0.464064353,0.45613121,0.461916107,0.495871334,0.374125754,0.468878062,0.348852832,0,
807,0.491487594,0.099524645,0.305770324,-2.601084495,2.731338602,-0.599310619,3.451955025,good,,,0.563737367,0.560205402,0.542621013,0.252577414,0.652336786,0.40185569,0.725792169,1,
808,-0.501598942,-1.556065124,-1.492657738,2.169665907,-1.260127897,-1.199729262,-0.960916549,good,,,0.490490471,0.432267383,0.407089043,0.601446295,0.352818801,0.356030726,0.419667474,1,
809,1.004670265,0.086562376,-0.827722199,-0.012644899,-1.335902881,0.171168246,1.186177549,good,,,0.601588084,0.559203724,0.457199484,0.441861269,0.347132677,0.460659937,0.568613237,1,
810,-1.158851732,-3.02616535,-1.553845922,0.702148656,3.310212404,2.621771964,2.840613192,bad,,,0.442013601,0.318663328,0.402477819,0.49413171,0.695775235,0.647694149,0.68338286,0,
811,-4.511513904,2.188929361,-3.494677385,-1.016464622,1.374406703,4.080823227,0.180781197,bad,,,0.194731932,0.721667078,0.256214136,0.368455319,0.550513181,0.759051404,0.498868028,0,
812,1.867918933,-1.525489177,-1.733019884,1.136499372,-2.357744147,0.323036097,-0.912395857,bad,,,0.665258552,0.434630182,0.388975027,0.525894312,0.270454134,0.472250748,0.423033396,0,
813,1.666354406,-3.521163155,-3.208839842,1.834060148,1.008371578,0.487534028,-0.46500337,good,,,0.650391796,0.28041168,0.277755239,0.576904578,0.523046057,0.484805508,0.454069398,1,
814,0.854038155,1.08069172,-0.212660603,2.659532775,-1.821791809,-1.964684026,-1.260379857,bad,,,0.59047794,0.636026462,0.503551358,0.637268606,0.310671774,0.297648087,0.398893447,0,
815,-1.234336601,-1.516148546,0.721187524,0.817262734,-0.137655158,0.229357028,0.171314883,bad,,,0.436446078,0.435351992,0.573927415,0.502549614,0.437048688,0.465101003,0.498211342,0,
816,-0.273281581,-3.070515552,0.748094683,0.981393707,3.254542997,-3.18076517,1.780316712,good,,,0.507330431,0.315236104,0.575955175,0.514551958,0.691597826,0.204834722,0.609829182,1,
817,0.469295728,0.645451496,0.767765675,3.453803384,-3.158562026,-2.253011654,1.010451335,good,,,0.562100565,0.602392664,0.577437607,0.695350936,0.210361094,0.275642436,0.556422959,1,
818,-2.835124117,-0.303738531,0.143170742,0.701498078,1.928976962,0.235919519,-3.274083513,good,,,0.318377096,0.529042675,0.530367289,0.494084135,0.592127902,0.465601864,0.259201093,1,
819,2.35342735,-2.27967331,-0.740084547,2.627467533,0.506160407,1.822820696,-1.409884405,good,,,0.701068105,0.376349547,0.463803976,0.634923783,0.48536034,0.58671684,0.388522188,1,
820,-3.382308674,0.007894689,-0.473654096,3.60837466,6.098778481,-2.436304881,-3.566359317,good,,,0.278018508,0.553124568,0.483882535,0.706654212,0.905028073,0.261653187,0.238925669,1,
821,0.359662874,0.860022963,-0.533276843,0.788401387,1.616287058,-0.713700147,-2.943063246,bad,,,0.554014396,0.618973974,0.479389284,0.500439081,0.568663782,0.393125288,0.282164254,0,
822,0.801531124,-3.959029797,2.661273314,1.425869419,-3.065994437,-0.067518606,-1.353715891,bad,,,0.586605188,0.246574921,0.720134903,0.547054967,0.217307327,0.442442954,0.392418646,0,
823,-0.712120174,1.314940544,-1.574883475,0.941322043,-0.592441001,2.410665859,3.416639346,good,,,0.474963096,0.654128368,0.4008924,0.511621652,0.402921747,0.631582175,0.72334229,1,
824,1.424142624,-1.947901143,-1.708657566,-2.524045132,1.352450039,1.414486069,1.555914074,good,,,0.632527027,0.401987706,0.390811004,0.258211043,0.548865562,0.555552052,0.594262178,1,
825,0.712348023,-0.588145258,-3.215423067,1.089867132,0.47536897,0.386937554,0.633750281,good,,,0.580027327,0.507064746,0.277259119,0.522484253,0.483049763,0.477127815,0.530290883,1,
826,-0.0235387,1.695746742,-2.450548818,-0.261871045,-0.952682965,0.441957991,0.953241072,good,,,0.52575067,0.6835557,0.334901076,0.423636201,0.37588934,0.481327068,0.552454234,1,
827,-0.564969539,0.060714672,-1.074753678,-0.024840049,-0.579623518,-1.106184981,-1.564030154,good,,,0.485816458,0.557206307,0.438582858,0.440969478,0.403883566,0.363170183,0.377828965,1,
828,-0.21434986,-2.319250296,3.079069045,-0.421976554,-0.944833448,3.129955019,1.769225354,good,,,0.511677047,0.37329118,0.751620554,0.411928226,0.376478365,0.686479538,0.609059765,1,
829,2.532592573,-1.339048805,-1.828441017,3.803012593,0.100342137,-0.950687173,0.735685801,good,,,0.71428276,0.449037623,0.381783961,0.720887427,0.454907906,0.375038038,0.537362238,1,
830,-3.116365349,-1.324666484,1.351346126,1.691244658,2.675275745,-0.471181918,-1.990831514,good,,,0.29763364,0.450149037,0.621417019,0.566460963,0.648129852,0.411634689,0.348221387,1,
831,0.427912246,1.773682052,1.236277992,-1.627970413,2.250017748,-1.973513241,2.120970261,good,,,0.559048252,0.68957826,0.612745329,0.323737964,0.616218669,0.296974226,0.633460612,1,
832,-3.861955439,-0.722187565,2.712540816,0.043894313,1.100943111,0.144929021,-1.853269386,good,,,0.242641293,0.496706439,0.723998491,0.44599579,0.529992587,0.458657315,0.357764191,1,
833,-0.11935875,-1.868233134,2.716261806,1.331909323,0.272557793,2.43465261,2.788116753,good,,,0.518683288,0.408144163,0.72427891,0.540183982,0.467830897,0.633412884,0.679741137,1,
834,0.670619332,-2.88045567,-1.846987396,1.156195324,1.371368979,1.984478696,-0.067216749,bad,,,0.576949552,0.329923248,0.380386281,0.52733461,0.550285231,0.599054852,0.481664197,0,
835,-0.245488448,-2.933223854,1.122287204,1.516149917,1.76362484,1.957459911,-1.675279484,good,,,0.509380364,0.325845513,0.604154829,0.553656875,0.579719948,0.596992732,0.370111503,1,
836,-1.039686257,-0.962083511,1.12901048,2.282390472,3.534974434,-0.250887033,-0.484022389,good,,,0.450802867,0.478168144,0.604661504,0.609689462,0.712641284,0.428447966,0.452750032,1,
837,2.362734075,-3.805766207,2.03760742,1.640957385,-1.59925564,-1.81641586,-2.538324231,bad,,,0.701754539,0.25841858,0.673134598,0.562783624,0.327370796,0.308964164,0.310241347,0,
838,1.487181294,-1.822071356,0.81473257,0.802818958,1.933549944,-1.841884042,2.448169699,good,,,0.637176558,0.411711379,0.580977096,0.501493389,0.592471057,0.307020389,0.656158718,1,
839,-2.333227356,0.789809118,-0.320618907,0.092722216,0.072852649,0.728017955,-3.47105338,good,,,0.355395401,0.613548101,0.495415474,0.44956641,0.452845106,0.503159647,0.245537124,1,
840,0.824893785,-0.178435425,-0.406084364,-1.794132298,-1.537090702,3.647572905,-2.314749819,good,,,0.588328344,0.538725648,0.488974681,0.311587106,0.332035627,0.725985009,0.325750896,1,
841,-3.663084494,-0.178635441,1.719192885,-0.048221143,4.262458179,0.781106779,-1.877867469,bad,,,0.257309379,0.538710191,0.649138448,0.439259698,0.767231362,0.507211476,0.3560578,0,
842,2.878544937,-2.070839258,-1.835366993,2.761433941,1.987128936,-0.604237302,2.150572298,good,,,0.739799103,0.392487491,0.38126201,0.644720294,0.596491602,0.401479677,0.63551413,1,
843,-0.193807072,1.279221031,-0.580563466,-0.005449535,-1.276169703,-3.592016909,2.392763422,bad,,,0.513192218,0.651368092,0.4758257,0.442387441,0.35161503,0.173447295,0.652315137,0,
844,-3.400132749,-0.985380212,0.018261124,0.93448081,2.549179978,2.95947032,1.565061386,bad,,,0.276703861,0.476367859,0.520953931,0.511121376,0.638667678,0.673467858,0.594896735,0,
845,-1.55343846,0.657055442,-2.956942332,-0.160108301,1.891135484,2.784584769,-0.751640827,bad,,,0.412910143,0.603289375,0.296738576,0.431077768,0.589288293,0.660120297,0.434185111,0,
846,-0.27194342,-0.762935746,1.086550385,0.753758949,0.500654985,-2.680673165,1.608708742,bad,,,0.50742913,0.493557567,0.601461654,0.497905796,0.484947215,0.243002587,0.59792459,0,
847,0.123571386,-2.921409785,1.443927778,2.3997185,-0.315445298,2.83987997,-0.253866598,good,,,0.53660104,0.326758462,0.628394098,0.618269265,0.42370739,0.664340521,0.468716137,1,
848,-1.09716949,1.375531166,-0.684202183,1.990823744,2.508599359,-3.885317568,0.894076504,good,,,0.446563087,0.658810593,0.468015347,0.588368171,0.635622526,0.151062093,0.548349937,1,
849,-3.248587388,2.638634814,0.46550767,-0.361372738,1.424206367,-1.778394318,-3.425881972,good,,,0.287881364,0.756418697,0.554659035,0.416359978,0.554250127,0.311866032,0.248670703,1,
850,0.086283871,-1.673569203,1.538388617,1.724465949,0.022025889,1.461255815,0.72019566,good,,,0.533850832,0.423187091,0.635512794,0.568890324,0.449031087,0.559121598,0.536287673,1,
851,1.806404783,-2.355395033,-0.2061129,-1.210372234,2.765678772,-0.392659285,3.104922831,good,,,0.660721465,0.370498044,0.504044801,0.35427551,0.654913658,0.417627669,0.701718247,1,
852,2.008702779,-3.759528956,0.801810081,2.52351482,-0.564672741,4.041460975,1.327763059,good,,,0.67564232,0.261991628,0.58000324,0.627322072,0.405005466,0.756047211,0.578435146,1,
853,-0.433219304,-2.916016815,1.182532618,0.580386757,0.276184891,3.216621611,-0.81558716,good,,,0.495533935,0.327175211,0.608695005,0.485227673,0.468103073,0.693094078,0.429749099,1,
854,1.476864377,-2.308493433,-0.472105788,-1.674135404,2.1078688,0.396478996,2.714357454,good,,,0.636415615,0.374122431,0.483999218,0.320362074,0.605551871,0.477856034,0.674624391,1,
855,-0.32914168,-2.617138117,-1.808901507,2.471154956,-4.036115604,0.025530654,-1.633272132,good,,,0.503210368,0.350271481,0.383256485,0.623493172,0.144509838,0.449544631,0.373025589,1,
856,-3.274338775,0.212383753,-4.089663305,0.52718621,-2.716781477,0.826576671,-2.924449787,bad,,,0.285982024,0.568926747,0.211375192,0.481337296,0.243512122,0.510681815,0.283455485,0,
857,2.150467186,-0.900114286,-3.751657343,0.59912509,-2.464789267,2.764077907,0.638395235,good,,,0.68609841,0.482956903,0.236847779,0.486597944,0.262421513,0.658555179,0.530613107,1,
858,-0.928644679,-1.096734171,-2.570144912,-0.95699586,2.819405655,0.338450512,4.306908269,bad,,,0.458992939,0.467762826,0.325888153,0.372804069,0.658945301,0.473427202,0.785101011,0,
